Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Popularity
Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,85.0,41.0,7.6,16.0,Taito Corporation,E,Not Popular
MX vs. ATV Untamed,PS2,2007.0,Racing,THQ,0.32,0.01,0.0,0.05,0.38,53.0,13.0,8.2,6.0,Rainbow Studios,E,Not Popular
Guilty Gear XX Accent Core,PS2,2007.0,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,77.0,9.0,8.3,16.0,Arc System Works,T,Not Popular
Gremlins,2600,1983.0,Action,Atari,0.43,0.03,0.0,0.0,0.46,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Agatha Christie: Peril at End House,PC,2009.0,Adventure,JoWood Productions,0.0,0.01,0.0,0.0,0.01,71.0,21.0,tbd,24.0,Oberon Media,T,Not Popular
Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,0.25,0.05,0.22,0.03,0.55,68.0,6.0,7.5,13.0,Marvelous Entertainment,E,Not Popular
LEGO Star Wars III: The Clone Wars,X360,2011.0,Action,LucasArts,0.84,0.51,0.0,0.13,1.48,75.0,43.0,7.8,42.0,Traveller's Tales,E10+,Not Popular
All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,UNKNOWN,0.17,0.06,0.0,0.0,0.24,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Metro: Last Light,PS3,2013.0,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,80.0,23.0,8.2,279.0,4A Games,UNKNOWN,Popular
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Misc,Tecmo Koei,0.01,0.0,0.05,0.0,0.06,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Pro Evolution Soccer 2014,3DS,2013.0,Action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,71.0,21.0,UNKNOWN,24.0,Konami,E,Not Popular
Chess,PS,2001.0,Strategy,Success,0.05,0.04,0.0,0.01,0.09,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Far Cry,PC,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,72.0,8.1,279.0,Crytek,M,Popular
Barnyard,GBA,2006.0,Action,THQ,0.03,0.01,0.0,0.0,0.05,56.0,8.0,tbd,24.0,Halfbrick Studios,E,Not Popular
Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Adventure,Disney Interactive Studios,0.25,0.0,0.0,0.02,0.28,52.0,34.0,8,17.0,Griptonite Games,T,Not Popular
The Game of Life / Yahtzee / Payday,GBA,2005.0,Misc,Zoo Digital Publishing,0.13,0.05,0.0,0.0,0.18,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Little Red Riding Hood's Zombie BBQ,DS,2008.0,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,68.0,15.0,7.3,8.0,EnjoyUp Games,T,Not Popular
Rage,PS3,2011.0,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,1.31,81.0,37.0,6.2,279.0,id Software,M,Popular
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,Activision,1.46,0.74,0.0,0.22,2.42,78.0,17.0,3.1,279.0,Infinity Ward,M,Popular
Sega GT 2002,XB,2002.0,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82.0,24.0,8.2,24.0,Wow Entertainment,E,Not Popular
MX vs. ATV Unleashed: On the Edge,PSP,2006.0,Racing,THQ,0.64,0.0,0.0,0.05,0.69,68.0,22.0,8.1,7.0,Rainbow Studios,E,Not Popular
Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Spore Hero,Wii,2009.0,Simulation,Electronic Arts,0.35,0.02,0.0,0.03,0.4,61.0,23.0,7.1,36.0,Maxis,E10+,Not Popular
Deadliest Catch: Sea of Chaos,X360,2010.0,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,0.09,36.0,4.0,tbd,24.0,Crave,E10+,Not Popular
Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,0.16,0.13,0.04,0.03,0.37,79.0,34.0,8.5,39.0,Neverland,E10+,Not Popular
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016.0,Action,Square Enix,0.0,0.0,0.28,0.0,0.28,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Digger Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.01,0.0,0.0,0.01,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Bleach: Blade Battlers,PS2,2006.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Hulk,XB,2003.0,Action,Universal Interactive,0.25,0.07,0.0,0.01,0.33,69.0,25.0,7.7,9.0,Radical Entertainment,T,Not Popular
Captain Tsubasa J: The Way to World Youth,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Destiny: The Collection,XOne,2016.0,Shooter,Activision,0.05,0.06,0.0,0.01,0.12,71.0,21.0,tbd,24.0,Bungie,T,Not Popular
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013.0,Adventure,Capcom,0.0,0.0,0.38,0.0,0.38,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Viva Pinata: Trouble in Paradise,X360,2008.0,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47,82.0,64.0,7.9,61.0,Rare Ltd.,E,Popular
Samurai Warriors 4: Empires,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,71.0,21.0,tbd,24.0,Omega Force,T,Not Popular
Spirits & Spells,GBA,2003.0,Platform,Wanadoo,0.01,0.0,0.0,0.0,0.01,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.0,4.0,7.1,15.0,TT Games,E10+,Not Popular
Grease,Wii,2010.0,Misc,505 Games,0.26,0.24,0.0,0.05,0.55,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,Namco,T,Popular
Guinness World Records: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,0.47,0.01,0.0,0.04,0.52,70.0,4.0,tbd,24.0,TT Fusion,E,Not Popular
Little Battlers eXperience W,3DS,2013.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Pac-Man World 2,XB,2002.0,Action,Namco Bandai Games,0.36,0.11,0.0,0.02,0.49,66.0,7.0,tbd,24.0,Namco,E,Not Popular
WWE SmackDown vs. Raw 2010,PS2,2009.0,Fighting,THQ,0.53,0.01,0.0,0.54,1.07,71.0,21.0,7.7,31.0,Yuke's,T,Not Popular
Army Men World War: Team Assault,PS,2001.0,Action,3DO,0.06,0.04,0.0,0.01,0.1,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Max Payne 2: The Fall of Max Payne,PC,2003.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,86.0,46.0,9,279.0,Remedy Entertainment,M,Popular
Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,52.0,22.0,6.9,17.0,Cavia Inc.,T,Not Popular
Breath of Fire II,GBA,2001.0,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,81.0,16.0,8.8,16.0,Capcom,E,Not Popular
Super Monkey Ball 3D,3DS,2011.0,Action,Sega,0.26,0.15,0.05,0.04,0.49,55.0,57.0,5.5,31.0,Sega,E,Not Popular
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Red Faction: Guerrilla,PC,2009.0,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,82.0,29.0,7.5,279.0,"Volition Inc., Reactor Zero",M,Popular
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011.0,Action,THQ,0.04,0.03,0.0,0.01,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Strikers 1945,PS,1998.0,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12,63.0,5.0,8.2,6.0,Psikyo,E,Not Popular
Harry Potter and the Chamber of Secrets,PS,2002.0,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,71.0,21.0,8.5,33.0,Argonaut Games,E,Not Popular
Far East of Eden II: Manji Maru,PS2,2003.0,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0,0.17,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
7th Dragon,DS,2009.0,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,3.7,15.0,Eutechnyx,E,Not Popular
Mega Man Legacy Collection,3DS,2016.0,Platform,Capcom,0.14,0.0,0.05,0.02,0.21,77.0,27.0,7.1,26.0,Digital Eclipse,E,Not Popular
Lucky Luke,PS,1998.0,Platform,Ocean,0.13,0.09,0.0,0.02,0.24,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Dancing With The Stars,Wii,2007.0,Misc,Activision,0.22,0.0,0.0,0.02,0.24,42.0,5.0,6.2,6.0,Zoe Mode,E10+,Not Popular
Scurge: Hive,DS,2006.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,70.0,29.0,8.6,6.0,"Orbital Media, Inc.",E10+,Not Popular
101-in-1 Sports Megamix,DS,2010.0,Sports,Nordcurrent,0.08,0.0,0.0,0.01,0.08,71.0,21.0,tbd,24.0,Nordcurrent,E10+,Not Popular
Planet 51,DS,2009.0,Action,Sega,0.22,0.14,0.0,0.04,0.39,71.0,21.0,tbd,24.0,Firebrand Games,E,Not Popular
KISS Pinball,PS,2001.0,Action,Take-Two Interactive,0.17,0.12,0.0,0.02,0.31,26.0,7.0,3.8,8.0,Wildfire Studios,T,Not Popular
Skydiving Extreme,PS,2001.0,Sports,Banpresto,0.04,0.03,0.0,0.01,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Ratatouille,PSP,2007.0,Action,THQ,0.22,0.27,0.0,0.16,0.66,64.0,7.0,7.1,7.0,Locomotive Games,E,Not Popular
Summer Athletics,PC,2008.0,Sports,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,71.0,21.0,tbd,24.0,49Games,UNKNOWN,Not Popular
Famicom Mini: Mario Bros.,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.08,0.0,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
NBA Live 2001,PS2,2001.0,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1,74.0,18.0,tbd,24.0,EA Sports,E,Not Popular
Scene It? Twilight,Wii,2009.0,Misc,Konami Digital Entertainment,0.16,0.07,0.0,0.02,0.26,49.0,5.0,tbd,24.0,Artificial Mind and Movement,T,Not Popular
Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,45.0,5.7,98.0,Volition Inc.,M,Popular
Worms: Open Warfare 2,PSP,2007.0,Strategy,THQ,0.04,0.26,0.0,0.14,0.44,80.0,26.0,8.1,25.0,"Team 17, Two Tribes",E10+,Not Popular
Disney Sing It! High School Musical 3: Senior Year,PS3,2008.0,Misc,Disney Interactive Studios,0.08,0.26,0.0,0.06,0.4,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Airborne Troops: Countdown to D-Day,PS2,2005.0,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,39.0,4.0,8.1,9.0,WideScreen Games,T,Not Popular
Tour de France 2011,X360,2007.0,Racing,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05,46.0,7.0,7.6,6.0,Cyanide,UNKNOWN,Not Popular
Outlaw Golf,GC,2002.0,Sports,TDK Mediactive,0.06,0.02,0.0,0.0,0.08,69.0,14.0,tbd,24.0,Hypnotix,T,Not Popular
Slayers Royal 2,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Cosmetic Paradise: Make no Kiseki,DS,2008.0,Misc,Global A Entertainment,0.0,0.0,0.01,0.0,0.01,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
The World Ends With You,DS,2007.0,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88.0,59.0,8.9,279.0,Jupiter Corporation,T,Popular
Final Fantasy XI: Rise of the Zilart,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Sled Storm,PS2,2002.0,Racing,Electronic Arts,0.22,0.17,0.0,0.06,0.45,73.0,22.0,7.7,6.0,Electronic Arts,T,Not Popular
Puzzle Quest: Challenge of the Warlords,PSP,2007.0,Puzzle,D3Publisher,0.01,0.0,0.0,0.0,0.02,84.0,32.0,8,19.0,"Vicious Cycle, Infinite Interactive",E10+,Not Popular
Mega Man Zero Collection,DS,2010.0,Platform,Capcom,0.17,0.01,0.11,0.02,0.31,78.0,15.0,8.9,39.0,"Inti, Inti Creates",E,Not Popular
Indianapolis 500 Legends,DS,2007.0,Racing,Destineer,0.08,0.0,0.0,0.01,0.09,51.0,8.0,tbd,24.0,Torus Games,E,Not Popular
Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0.05,0.04,0.0,0.01,0.1,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
World of Dragon Warrior - Torneko: The Last Hope,PS,1999.0,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Battlestar Galactica,PS2,2003.0,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,66.0,22.0,6.8,6.0,Warthog,T,Not Popular
Bomberman Generation,GC,2002.0,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81.0,19.0,8.5,15.0,Hudson,E,Not Popular
Yoru no Nai Kuni,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Devil Kings,PS2,2005.0,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64.0,27.0,7.4,12.0,Capcom,T,Not Popular
Jaws: Ultimate Predator,3DS,2011.0,Action,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12,71.0,21.0,tbd,24.0,"MicroProse, n-Space",M,Not Popular
Casual Mania!,DS,2010.0,Puzzle,Foreign Media Games,0.04,0.0,0.0,0.0,0.04,71.0,21.0,tbd,24.0,Foreign Media,E,Not Popular
Real Pool,PS2,2000.0,Sports,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.28,54.0,15.0,tbd,24.0,Takara,E,Not Popular
I Am In The Movie,Wii,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Destiny: The Taken King,XOne,2015.0,Shooter,Activision,0.85,0.23,0.0,0.12,1.19,89.0,11.0,5.2,279.0,"Bungie Software, Bungie",T,Popular
Growlanser IV: Over Reloaded,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Wet,X360,2007.0,Shooter,Bethesda Softworks,0.23,0.21,0.01,0.05,0.5,69.0,79.0,7.3,86.0,Artificial Mind and Movement,M,Popular
The Seven Deadly Sins: Unjust Sin,3DS,2015.0,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Fireblade,XB,2002.0,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,71.0,5.0,tbd,24.0,Kuju Entertainment,T,Not Popular
Destroy All Humans! Big Willy Unleashed,Wii,2008.0,Action,THQ,0.12,0.0,0.0,0.01,0.13,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Star Fox: Zero,WiiU,2016.0,Shooter,Nintendo,0.17,0.1,0.07,0.03,0.36,69.0,82.0,7.4,279.0,PlatinumGames,E10+,Popular
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,279.0,SCE Santa Monica,M,Popular
DarkStar One: Broken Alliance,X360,2010.0,Simulation,Kalypso Media,0.11,0.07,0.0,0.02,0.2,63.0,33.0,7.2,19.0,Gaming Minds Studios,T,Not Popular
Princess Debut,DS,2008.0,Misc,Cave,0.1,0.0,0.0,0.01,0.1,71.0,6.0,7.4,7.0,Cave,E,Not Popular
King's Field II,PS,1996.0,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Rocket League,PS4,2016.0,Sports,505 Games,0.03,0.28,0.0,0.05,0.37,85.0,50.0,8.7,279.0,Psyonix,E,Popular
Monster Guardians,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.0,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,64.0,29.0,5.6,11.0,Square Enix,E10+,Not Popular
Genji: Dawn of the Samurai,PS2,2005.0,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,74.0,49.0,8.3,19.0,Game Republic,M,Not Popular
Tak and the Guardians of Gross,Wii,2008.0,Action,THQ,0.14,0.0,0.0,0.01,0.16,63.0,5.0,8,6.0,THQ,E10+,Not Popular
Moshi Monsters: Moshling Zoo,DS,2011.0,Misc,Activision,0.37,0.96,0.0,0.21,1.54,71.0,21.0,tbd,24.0,Mind Candy,E,Not Popular
"Princess Natasha: Student, Secret Agent, Princess",DS,2006.0,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Avatar: The Game,PSP,2009.0,Action,Ubisoft,0.22,0.24,0.0,0.14,0.6,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Puzzle Star Sweep,PS,1997.0,Puzzle,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Chrysler Classic Racing,DS,2008.0,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.02,71.0,21.0,tbd,24.0,Extra Mile Studios,E,Not Popular
My Little Baby,DS,2008.0,Simulation,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01,71.0,21.0,UNKNOWN,24.0,dtp Young Entertainment AG,E,Not Popular
Vacation Sports,Wii,2009.0,Sports,Ubisoft,0.09,0.01,0.0,0.01,0.11,71.0,21.0,tbd,24.0,Mere Mortals,E,
Fight Club,XB,2004.0,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,37.0,29.0,4.7,13.0,Genuine Games,M,Not Popular
The Scorpion King: Rise of the Akkadian,GC,2002.0,Action,Universal Interactive,0.08,0.02,0.0,0.0,0.11,49.0,7.0,tbd,24.0,Point of View,T,Not Popular
My Ballet Studio,Wii,2009.0,Simulation,505 Games,0.02,0.0,0.0,0.0,0.03,71.0,21.0,tbd,24.0,505 Games,E,Not Popular
Shinkyoku Soukai Polyphonica,PS2,2007.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
NBA In The Zone,PS,1995.0,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Defender,XB,2002.0,Misc,Midway Games,0.07,0.02,0.0,0.0,0.09,69.0,15.0,tbd,24.0,7 Studios,T,Not Popular
Future Tactics: The Uprising,PS2,2004.0,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,25.0,6,6.0,Zed Two Limited,T,Not Popular
That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39.0,6.0,7.6,6.0,Vicarious Visions,E,Not Popular
Create,X360,2010.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,60.0,19.0,5.8,10.0,EA Bright Light,E,Not Popular
Wipeout 2,DS,2011.0,Misc,Activision,0.23,0.0,0.0,0.02,0.25,71.0,21.0,tbd,24.0,Endemol,E,Not Popular
2002 FIFA World Cup,XB,2002.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,79.0,17.0,9,6.0,Software Creations,E,Not Popular
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Extreme-G,N64,1997.0,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05,79.0,39.0,7.9,17.0,Vanilla Ware,E10+,Not Popular
Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,75.0,25.0,8.3,31.0,Renegade Kid,M,Not Popular
Petz Monkeyz House,DS,2008.0,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22,71.0,21.0,tbd,24.0,Ubisoft,E,Not Popular
First Queen: Ornic Senki,SNES,1994.0,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Chaos;Head Noah,PSV,2014.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
NBA 2K16,X360,2015.0,Sports,Take-Two Interactive,0.79,0.05,0.0,0.1,0.94,71.0,21.0,3.2,24.0,Visual Concepts,E,Not Popular
428: Fuusa Sareta Shibuya de,PSP,2009.0,Adventure,Spike,0.0,0.0,0.04,0.0,0.04,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Paperboy,N64,1999.0,Action,Midway Games,0.19,0.05,0.0,0.0,0.24,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Spider-Man: Web of Shadows,DS,2008.0,Action,Activision,0.09,0.0,0.0,0.01,0.1,77.0,12.0,7.5,14.0,Griptonite Games,E10+,Not Popular
Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,80.0,33.0,7.3,27.0,Iron Galaxy Studios,T,Not Popular
Sniper Elite 3,PS3,2014.0,Shooter,505 Games,0.1,0.13,0.0,0.05,0.28,71.0,21.0,6.4,18.0,Rebellion,M,Not Popular
Teenage Mutant Ninja Turtles (3DS),3DS,2013.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Army Men: Sarge's Heroes 2,PS,2000.0,Shooter,3DO,0.14,0.09,0.0,0.02,0.24,48.0,8.0,7.3,7.0,3DO,T,Not Popular
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005.0,Misc,THQ,0.44,0.16,0.0,0.01,0.61,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Super Bowling,N64,1999.0,Sports,Athena,0.02,0.0,0.0,0.0,0.02,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Blood Omen: Legacy of Kain,PS,1996.0,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
007: Quantum of Solace,Wii,2008.0,Action,Activision,0.29,0.28,0.01,0.07,0.65,54.0,11.0,7.5,26.0,Treyarch,T,Not Popular
SPRay,Wii,2008.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,42.0,16.0,4.5,6.0,EKO Software,E10+,Not Popular
Hitman: Blood Money,X360,2006.0,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.39,82.0,53.0,8.7,102.0,Io Interactive,M,Popular
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,2002.0,Strategy,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
IndyCar Series,XB,2003.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,71.0,8.0,7.8,6.0,Codemasters,E,Not Popular
Star Wars The Clone Wars: Republic Heroes,PS2,2009.0,Action,LucasArts,0.17,0.01,0.0,0.08,0.25,71.0,21.0,8.3,9.0,"LucasArts, Krome Studios",T,Not Popular
Shining Hearts,PSP,2010.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Full Auto,X360,2006.0,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,70.0,63.0,7.8,36.0,Pseudo Interactive,T,Not Popular
Mega Man Maverick Hunter X,PSP,2005.0,Platform,Capcom,0.27,0.01,0.0,0.03,0.31,79.0,34.0,8.3,44.0,Capcom,E10+,Not Popular
"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.1,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,Not Popular
Top Gun,PS3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,49.0,25.0,4.4,6.0,Doublesix,T,Not Popular
